opcod,species,nind,biomass
1650,VAI,310,721.2232397982666
1660,CHA,221,324.7589895461105
1660,EPI,48,27.202617928065543
1660,TRF,134,8548.983128855098
1702,CHA,81,270.77655091154435
1702,CHE,8,1841.0494970278733
1702,GOU,10,101.0306852331496
1702,PER,1,37.661099737242004
1702,TRF,41,2390.837308415726
1702,VAI,58,125.99829418734141
1719,BRO,1,47.6961744843328
1719,CAS,25,1869.3446533601439
1719,CCO,3,3098.9379460311093
1719,CHE,1,61.49845740484193
1719,EPI,232,321.59735596943176
1719,GAR,58,2140.4237773062177
1719,GOU,12,87.24736484257106
1719,LOF,3,18.21709584675644
1719,PES,1,22.03269923686231
1719,ROT,33,783.9317476548515
1719,TAN,8,2102.652297525075
1728,ABL,2,53.081007916834054
1728,BRB,12,355.6516695557895
1728,BRE,3,2281.484821688079
1728,BRO,1,37.661099737242004
1728,GAR,87,2505.2463540298636
1728,GOU,4,26.095333292603595
1728,LOR,3,38.84652306789373
1728,PER,12,136.02053125604422
1728,ROT,1,49.525685341561264
1728,TAN,3,811.9206085234742
1732,ANG,3,989.7593659325457
1732,CAS,1,11.137164634215765
1732,EPI,2,0.8360133217664558
1732,GAR,15,425.0849594843228
1732,GOU,16,174.36073426091366
1732,LOF,116,152.92241323879716
1732,LOR,16,66.92136684223684
1732,PER,6,386.16494208429367
1735,ANG,1,987.6940751160053
1735,EPI,10,10.116889316822563
1735,EPT,70,36.894695828701366
1735,GAR,8,104.26664966122625
1735,GOU,77,1388.323995480563
1735,LOF,213,981.213017613444
1735,TAC,1,243.43566480964026
1735,TRF,13,1086.2588303180723
1741,ANG,147,44293.09257044113
1741,CHA,646,881.5159865003234
1741,PER,24,167.76762471968595
1741,TRF,15,853.3750418486293
1741,VAI,116,809.4772491190643
1750,CHA,1309,1918.639643684897
1750,TAC,11,2812.082723590204
1750,TRF,5,1709.7446583026442
1753,CHA,186,398.55914473532187
1753,EPI,3,2.326240422926177
1753,GOU,2,46.833007386943365
1753,LOF,259,2161.31719436933
1753,TAC,2,474.963003018907
1753,TRF,4,1866.03884726705
1754,CHA,5,14.017337998024304
1754,EPI,46,42.316844642983924
1754,GAR,1,0.5644834636291626
1754,GOU,152,2650.814072100861
1754,LOF,102,1070.0454958037878
1754,TRF,4,53.09726186920532
1770,ABL,16,73.18563065363942
1770,ANG,58,40027.477229251796
1770,BAF,3,3.448635248658139
1770,BRB,3,11.21811537907483
1770,CCO,1,3573.959158339907
1770,CHE,48,585.0508879324833
1770,GAR,201,240.7281174971497
1770,GOU,5,8.576944197012262
1770,PER,2,115.84771708280435
1770,PES,5,29.485206521226687
1770,ROT,1,150.91209493707203
1770,SAN,5,15.713051543845333
1770,SIL,2,50.720938025746534
1770,VAN,9,23.00507613859031
1774,ABL,16,123.8650590874222
1774,ANG,16,8530.594412096842
1774,BAF,1,52.357192527190804
1774,BRE,1,115.12078258460586
1774,CHE,3,929.3666846879796
1774,GAR,124,5800.414661511701
1774,GOU,1,32.51875509956294
1774,PER,74,418.59365313794143
1774,ROT,1,47.6961744843328
1774,SIL,2,517.8864109348526
1777,ABL,9,142.12522797941637
1777,ANG,22,10452.593250667709
1777,BAF,2,1.7363837234887303
1777,CHE,7,482.21421747222774
1777,GAR,12,485.8741843545632
1777,HOT,2,1.7363837234887303
1777,PER,7,305.52417948031734
1777,PES,1,33.22260506094248
1777,SIL,1,173.44957323799352
1777,TAN,1,382.25587906723337
1781,ABL,4,56.162631362241356
1781,ANG,45,18098.474506390594
1781,BRE,3,3658.1579499723957
1781,CHE,6,1523.563828114271
1781,GAR,118,3092.6484133031026
1781,GOU,30,25.279419074028397
1781,PER,9,177.58232795730177
1781,PES,4,35.37950574265257
1781,VAN,1,3.1126297971395505
1783,ABL,2,0.4823059338138458
1783,ANG,62,35082.36273806347
1783,BAF,2,3.4128675307788585
1783,CHA,5,8.305325387353122
1783,CHE,56,5208.188956795965
1783,GAR,244,160.07025389541178
1783,GOU,39,27.167608581124185
1783,PES,1,11.137164634215765
1783,SAN,1,7.794396537492446
1783,SIL,1,29.80322890889116
1783,VAN,21,38.0204467975949
1790,ABL,8,161.11606855340153
1790,ANG,15,10051.512381972514
1790,BOU,2,2.8113124041049598
1790,CAS,2,47.963479507414874
1790,EPI,3,0.7700995826465131
1790,GAR,441,13615.020561721514
1790,GOU,41,566.3287567947172
1790,GRE,1,15.32568292110017
1790,LOF,289,264.98138657264894
1790,LOR,11,50.222751318173096
1790,PER,18,447.1143946527799
1790,PSR,2,4.552820726154108
1790,SAN,11,38.627154105084294
1790,VAN,3,105.10004639894855
1810,BRB,2,26.688399812291912
1810,BRO,1,1443.1988210082054
1810,GAR,128,1751.5644361100424
1810,LOR,3,14.916347074035569
1810,PER,33,789.5186288236235
1810,ROT,4,366.8687007816591
1815,EPI,1,0.43689906837355885
1815,EPT,4,1.767931535018842
1815,GAR,9,474.9849119002836
1815,GOU,24,529.457826485667
1815,LOF,145,564.7425834351329
1815,PER,1,3.730033608584371
1815,TRF,5,1754.2689130365889
1847,ANG,6,11845.018464788756
1847,BRO,4,1743.5189172969156
1847,CHA,18,78.26686566096116
1847,CHE,31,6636.774322290489
1847,EPI,21,9.50199206367852
1847,GAR,4,11.790123247950312
1847,GOU,22,246.96068738437035
1847,LOF,188,603.2094284852647
1847,TAN,7,42.470885592741936
1847,TRF,79,437.65117403500795
1847,VAI,104,252.28204182274158
1849,ANG,24,37593.354833409256
1849,CHA,3,7.379388013651646
1849,CHE,35,13690.401471369789
1849,GAR,17,2333.6847989137946
1849,GOU,9,44.59906102634255
1849,GRE,5,11.649467285362046
1849,HOT,21,3007.861101722955
1849,LOT,1,220.00623959992723
1849,PER,38,414.8630767723527
1849,PES,2,31.20320561721997
1849,TAN,2,390.41577160427926
1853,CHA,90,264.1027104125474
1853,CHE,1,1.4056562020524799
1853,GOU,11,304.82765585819993
1853,LOF,7,72.35490650940618
1853,TRF,33,2409.1846901642366
1853,VAI,97,199.86381759887385
1854,CCO,1,107.1626012127008
1854,CHA,361,946.67728624846
1854,EPI,15,15.722612917051114
1854,LOF,263,2131.071824208561
1854,TAC,1,289.1118772347468
1855,CAS,1,64.76777787875334
1855,CHA,3,29.493236314002882
1855,EPI,32,23.336399583842198
1855,GAR,15,76.96705284540953
1855,GOU,329,5066.140126863596
1855,LOF,79,923.2217648856515
1855,TAC,5,1945.4643217876887
1855,TRF,15,3679.3866153609115
1858,ABL,1,9.828845852951789
1858,ANG,27,14404.120570582996
1858,BAF,1,1.4925800537273954
1858,BRO,1,371.4334207266075
1858,CHE,39,3467.3651358738575
1858,EPI,1,0.7704333710933713
1858,GAR,35,532.5137980526483
1858,GOU,12,58.58796497458778
1858,HOT,1,26.021481913590325
1858,LOF,1,2.567730265405008
1858,PER,33,447.23400315753656
1858,PES,1,12.930371958061588
1858,TAN,1,99.5816704848135
1862,ABH,1,2.4422959465103147
1862,BRO,1,1065.3311402750235
1862,CAS,32,4528.9720366519005
1862,CCO,1,1716.096178088085
1862,CHE,4,27.722251350617146
1862,EPI,159,110.83388952901574
1862,GAR,197,7081.303162265336
1862,GOU,231,2510.4445379075446
1862,LOF,11,35.183086314198064
1862,PER,9,107.06412039770596
1862,PES,44,287.5707946454151
1862,ROT,45,1547.384627146085
1862,SAN,2,23.62241378780015
1862,TAN,14,4164.31775164969
1865,ANG,9,19263.43603119649
1865,CHA,120,227.96182311516804
1865,EPI,6,4.217250377840916
1865,TRF,34,8582.826936101814
1866,ABL,9,14.604714705324167
1866,ANG,93,58094.79468571381
1866,BRE,4,5272.91614155927
1866,CHE,9,2259.8306775623137
1866,GAR,15,1025.0714640912324
1866,GOU,2,2.3599049740851505
1866,GRE,10,66.01673340415007
1866,LOF,1,9.518694673821363
1866,PER,12,516.1220939138763
1866,PES,2,32.03221185487724
1866,SAN,1,3656.0039155134414
1866,VAN,3,12.068542105226504
1869,ANG,12,15577.731201948265
1869,BOU,13,4.7975957470011625
1869,BRE,3,1798.1841001707014
1869,CHA,1,2.3210344967497076
1869,CHE,11,4894.8664852017255
1869,GAR,33,233.9722791405525
1869,GOU,7,10.211162161953256
1869,GRE,9,34.31168159613528
1869,PER,12,172.06545322875834
1874,CHA,117,374.4250291004864
1874,CHE,3,1744.0303666696384
1874,EPI,3,1.9889874711077795
1874,EPT,4,3.5733588310245104
1874,GAR,7,1055.426934410948
1874,GOU,105,3001.820533127977
1874,LOF,119,728.2428304078293
1874,PER,2,88.2136711320339
1874,TRF,4,2804.203365272063
1874,VAI,133,518.9484043346913
1875,ABL,13,49.83600050625357
1875,ANG,18,41744.62360524681
1875,BOU,4,8.637163124847334
1875,BRE,2,29.11635154729361
1875,BRO,1,64.76777787875334
1875,CHE,30,4229.068894025553
1875,GAR,32,419.7386926593326
1875,GOU,9,8.913693389846776
1875,GRE,2,61.628194890927915
1875,LOR,1,8.918198135931503
1875,PER,13,163.49983316820422
1875,SIL,1,3656.0039155134414
1877,ANG,38,11288.921348086624
1877,CHA,193,309.7443655637365
1877,TRF,27,1038.369719912887
1877,VAI,47,374.1416195652185
1892,ABL,51,187.66330833386317
1892,ANG,37,25356.68786003436
1892,BRB,1,62.57563818691811
1892,BRE,4,6715.70535133087
1892,CCO,2,7445.943470874205
1892,CHE,1,10.14569578722973
1892,GAR,53,665.7991526886709
1892,GOU,3,55.86381726059279
1892,PER,3,2.978496271883102
1892,ROT,2,447.59555536389314
1892,SAN,1,2.4422959465103147
1892,SIL,1,8067.581017460741
1898,ABL,37,142.061506081046
1898,ANG,11,3223.02324858678
1898,BRE,5,723.6694970959016
1898,CHE,4,2852.61007035784
1898,GAR,38,797.1040164302188
1898,GRE,1,8.343625516600394
1898,PCH,1,25.42426212573601
1898,PER,80,219.12148403014024
1898,PES,5,85.53954088782739
1899,ABL,1,12.557315063587213
1899,ANG,57,36003.05360519384
1899,BRE,2,3602.918342830978
1899,CCO,1,4247.615111539029
1899,CHA,2,6.627791148057719
1899,CHE,1,511.12388290167576
1899,GAR,20,14.439382182502255
1899,GOU,6,78.28378719087634
1899,PER,3,7.900782678991574
1899,SAN,4,13.660458916259902
1899,VAN,1,115.12078258460586
1911,ABL,67,335.2772308803908
1911,ANG,16,14892.080192991303
1911,BAF,4,6.3975751940359
1911,CHE,46,3520.887574686589
1911,GAR,87,1424.8325891127427
1911,HOT,134,2701.4880766313536
1911,PES,1,28.5043615867833
1914,ANG,25,10137.512028677294
1914,BRE,3,3571.685127421827
1914,CHE,1,12.930371958061588
1914,GAR,10,552.4273571263523
1914,GOU,2,30.93098479764915
1914,PER,53,208.46350230075296
1914,SAN,3,10.55371910758662
1923,CHA,51,154.20289694202748
1923,EPI,7,8.161192519997465
1923,PER,5,391.3959492910445
1923,TRF,87,7527.683147576083
1932,ANG,1,2228.384696038435
1932,BRO,1,232.82639052518468
1932,CHA,25,136.81735341620913
1932,CHE,29,3463.5605521770217
1932,EPT,12,8.329318581255983
1932,GAR,8,159.57201608158573
1932,GOU,30,432.04082606192765
1932,LOF,273,1387.504058748333
1932,TAN,1,8.343625516600394
1932,TRF,4,82.21943696477075
1932,VAI,93,339.34873742380586
1935,BRO,2,443.34858427804966
1935,CAS,14,1873.0649270784997
1935,CHE,16,3856.680125055389
1935,EPI,257,219.2758566753807
1935,GAR,96,2401.5284133201217
1935,GOU,225,2491.142177511255
1935,LOF,12,97.77205902269854
1935,PER,4,94.3350549233573
1935,PES,24,284.4352835071723
1935,ROT,2,100.23187658818554
1935,TAN,9,1643.725281570244
1944,ANG,7,6194.377156068099
1944,BRO,5,495.4014840455861
1944,CHA,1,1.4056562020524799
1944,CHE,15,4393.387569791126
1944,GAR,19,506.2875469064971
1944,GOU,7,54.73437923007657
1944,PER,35,417.5479770903404
1944,ROT,1,81.57012029125106
1945,BRO,1,125.18166477749529
1945,EPI,3,2.6264235090130894
1945,EPT,46,28.911709918577696
1945,GAR,1,47.6961744843328
1945,GOU,54,1267.8026661447675
1945,LOF,196,569.7357463362945
1945,PER,3,62.0668575442032
1945,TRF,5,1167.8976010092972
1951,CHA,7,44.45703052037994
1951,EPI,34,27.842197001762077
1951,GAR,1,21.49871426694938
1951,GOU,260,8713.007448710521
1951,LOF,188,904.760461267053
1951,TAC,5,2542.7202533651225
1951,TRF,6,3694.8762449571036
1955,BRO,6,808.452628410929
1955,CAS,1,1.4056562020524799
1955,GAR,114,562.4421486382416
1955,GOU,47,47.151622336635086
1955,GRE,5,14.48319541720131
1955,LOF,2,6.09140809177117
1955,PER,60,611.0916228545146
1956,ANG,15,18558.497359346216
1956,CHA,654,704.230313619551
1956,EPI,31,14.486185888033663
1956,TAC,3,1151.768041737416
1956,TRF,106,17105.33908469199
1972,ANG,94,32801.6072380815
1972,CHA,94,204.25885033321853
1972,EPI,1,0.6119899605103116
1972,GAR,3,171.79533221011744
1972,TRF,36,3326.1630330393878
1972,VAI,57,358.10313687937054
1975,CHA,681,2079.7178461442436
1975,GAR,3,381.52485382965205
1975,TAC,9,3243.0897316676446
1975,TRF,14,3234.7547198225075
1978,ANG,18,22620.75515953286
1978,CHA,9,15.707316283525476
1978,CHE,14,3617.932337804763
1978,EPI,1,1.6770881290875632
1978,GAR,14,500.015968359769
1978,GOU,2,24.64207860278979
1978,PER,57,373.0428883652648
1978,PES,1,33.93658936806519
1985,ANG,62,28740.44968296237
1985,BRE,4,3549.1079714229195
1985,CHE,16,51.841697202530376
1985,GAR,15,66.40416852942451
1985,GOU,1,4.998793363936755
1985,LOF,1,2.4422959465103147
1985,PER,16,366.72378403000187
1985,ROT,1,1.981571383453888
1985,TAN,2,1.2344073888970262
1993,EPT,12,5.13181463006407
1993,GAR,1,42.480320445239236
1993,GOU,28,719.6649303056793
1993,LOF,115,427.52073237949685
1993,TAC,2,588.5293252192032
1993,TRF,11,874.4444416989962
1996,ABL,7,41.27981130031577
1996,ANG,9,8815.045877973409
1996,CHE,27,1294.7823960856197
1996,GAR,28,12.140588710026414
1996,GOU,2,33.37528050833147
1996,HOT,8,4729.909788401172
1996,PER,1,64.76777787875334
2016,ABL,1,19.948910207620457
2016,ANG,10,6417.2579791081635
2016,BOU,1,1.2421125483943718
2016,CHA,4,11.427402545268633
2016,CHE,4,476.204976449999
2016,EPT,1,0.29900427784080974
2016,GAR,10,114.97098204634683
2016,HOT,4,59.33680770988175
2016,PER,46,224.90008619067004
2016,PES,1,20.456892927959064
2016,ROT,1,8.918198135931503
2017,ABL,1,11.137164634215765
2017,ANG,53,13558.256165800625
2017,CCO,1,1552.2900570873128
2017,CHA,1,8.343625516600394
2017,CHE,1,162.94463373299592
2017,GAR,30,23.138589721649957
2017,GOU,3,0.8025995856217248
2017,LOF,1,13.31078216649785
2017,PER,24,69.52381344103289
2017,SAN,3,8.39970898996545
2017,TAN,1,1.3221907742331096
2018,ANG,51,31981.454892599068
2018,BRE,1,2487.0332713897633
2018,CHE,1,173.44957323799352
2018,GRE,1,24.25750938253339
2018,IDE,40,60.409946599906
2018,PER,1,52.357192527190804
2018,SAN,5,9.212823523887188
2021,ANG,51,51999.80171259628
2021,CHA,8,26.997256424561325
2021,CHE,3,280.95032692496454
2021,GAR,144,122.50405010668076
2021,PER,30,196.3290483201218
2021,SAN,2,3.967029392364007
2028,ANG,10,12395.54724504809
2028,BOU,2,3.7525712318267033
2028,BRE,45,118.58664857026854
2028,BRO,3,1001.6762648723362
2028,CHA,1,2.697409105401368
2028,CHE,1,703.9588805859802
2028,GAR,13,38.02670496336297
2028,GOU,7,53.07722940838267
2028,GRE,23,145.8547272313311
2028,PER,13,158.70671088314413
2028,PES,4,2.0245464678542398
2035,BRE,3,3.176172887441792
2035,BRO,9,6439.295099540333
2035,EPI,1,0.399114253392897
2035,GAR,348,1414.2072260516486
2035,GOU,105,311.5893837022383
2035,GRE,4,62.26530795746888
2035,LOF,8,30.022993765108115
2035,LOR,2,10.047450707857656
2035,PER,74,1344.7755142992
2035,SAN,1,1177.6434039975732
2035,TAN,2,373.3097063425208
